"Step","decay_fre30iter_add0.1_init_optimizer_seed3 - 8cover_rate"
"199290","0.8233499999999999"
"398580","0.8195999999999999"
"597870","0.815"
"797160","0.82555"
"996450","0.8207000000000001"
"1195740","0.8163499999999999"
"1395030","0.8273499999999999"
"1594320","0.8210999999999999"
"1793610","0.82"
"1992900","0.8242"
"2181900","0.8080499999999999"
"2370900","0.8212999999999999"
"2559900","0.81545"
"2748900","0.8317"
"2937900","0.8315"
"3126900","0.82975"
"3315900","0.8350500000000001"
"3504900","0.8412999999999999"
"3693900","0.8491500000000001"
"3882900","0.8525"
"4061610","0.8526999999999999"
"4240320","0.86395"
"4419030","0.85385"
"4597740","0.8515999999999999"
"4776450","0.83795"
"4955160","0.8495999999999999"
"5133870","0.84485"
"5312580","0.8383999999999998"
"5491290","0.84605"
"5670000","0.8458"
"5838000","0.84935"
"6006000","0.8500999999999999"
"6174000","0.8452999999999999"
"6342000","0.84865"
"6510000","0.8273499999999999"
"6678000","0.82825"
"6846000","0.8219"
"7014000","0.8345499999999999"
"7182000","0.8369500000000001"
"7350000","0.8455499999999999"
"7507290","0.8468"
"7664580","0.84645"
"7821870","0.84215"
"7979160","0.83595"
"8136450","0.844"
"8293740","0.84615"
"8451030","0.8485"
"8608320","0.85715"
"8765610","0.8525"
"8922900","0.84235"
"9069900","0.845"
"9216900","0.8455999999999999"
"9363900","0.8465"
"9510900","0.83785"
"9657900","0.8314499999999999"
"9804900","0.8432999999999999"
"9951900","0.8518"
"10098900","0.8522000000000001"
"10245900","0.8511"
"10392900","0.8514499999999999"
"10529400","0.8436499999999999"
"10665900","0.8437"
"10802400","0.82385"
"10938900","0.8282999999999999"
"11075400","0.832"
"11211900","0.8268999999999999"
"11348400","0.8198499999999999"
"11484900","0.8278"
"11621400","0.8248"
"11757900","0.82725"
"11883900","0.84065"
"12009900","0.8364499999999999"
"12135900","0.8391"
"12261900","0.842"
"12387900","0.85175"
"12513900","0.8578"
"12639900","0.8603999999999999"
"12765900","0.85125"
"12891900","0.8455"
"13017900","0.8578999999999999"
"13133190","0.8625499999999999"
"13248480","0.86325"
"13363770","0.86495"
"13479060","0.8494499999999999"
"13594350","0.8553"
"13709640","0.8513999999999999"
"13824930","0.8496"
"13940220","0.8499"
"14055510","0.8595499999999999"
"14170800","0.8628499999999999"
"14275800","0.8639499999999999"
"14380800","0.8697999999999999"
"14485800","0.85425"
"14590800","0.85315"
"14695800","0.8595"
"14800800","0.8496999999999999"
"14905800","0.84925"
"15010800","0.85615"
"15115800","0.85115"
"15220800","0.84095"
"15325800","0.84915"
"15430800","0.8315"
"15535800","0.827"
"15640800","0.82955"
"15745800","0.7881999999999999"
"15850800","0.79755"
"15955800","0.8103500000000001"
"16060800","0.82085"
"16165800","0.8345499999999999"
"16270800","0.82905"
"16375800","0.8288499999999999"
"16480800","0.8301"
"16585800","0.8376"
"16690800","0.8436"
"16795800","0.8402999999999999"
"16900800","0.83435"
"17005800","0.8338499999999999"
"17110800","0.8289"
"17215800","0.82445"
"17320800","0.8369"
"17425800","0.8433999999999999"
"17530800","0.82475"
"17635800","0.83005"
"17740800","0.83775"
"17845800","0.84045"
"17950800","0.8359000000000001"
"18055800","0.8429500000000001"
"18160800","0.8532499999999998"
"18265800","0.8510999999999999"
"18370800","0.8482999999999999"
"18475800","0.84935"
"18580800","0.8585"
"18685800","0.84905"
"18790800","0.8501500000000001"
"18895800","0.85925"
"19000800","0.8568"
"19105800","0.873"
"19210800","0.8735"
"19315800","0.87505"
"19420800","0.865"
"19525800","0.8662"
"19630800","0.87615"
"19735800","0.8745499999999999"
"19840800","0.86425"
"19945800","0.87425"
"20050800","0.87555"
"20155800","0.87025"
"20260800","0.8805499999999999"
"20365800","0.883"
"20470800","0.8772499999999999"
"20575800","0.8822000000000001"
"20680800","0.88705"
"20785800","0.8736499999999999"
"20890800","0.8756"
"20995800","0.8755"
"21100800","0.83905"
"21205800","0.8526499999999999"
"21310800","0.8448999999999999"
"21415800","0.8541"
"21520800","0.8636500000000001"
"21625800","0.8695"
"21730800","0.87695"
"21835800","0.8729"
"21940800","0.8659499999999999"
"22045800","0.8708499999999999"
"22150800","0.87085"
"22255800","0.85445"
"22360800","0.8560999999999999"
"22465800","0.8645499999999999"
"22570800","0.8563500000000001"
"22675800","0.8617"
"22780800","0.8653"
"22885800","0.8519500000000001"
"22990800","0.85115"
"23095800","0.8652"
"23200800","0.8648"
"23305800","0.86285"
"23410800","0.87425"
"23515800","0.8725"
"23620800","0.8775999999999999"
"23725800","0.8852000000000001"
"23830800","0.88885"
"23935800","0.8907"
"24040800","0.8940999999999999"
"24145800","0.89945"
"24250800","0.887"
"24355800","0.88755"
"24460800","0.88285"
"24565800","0.8810999999999999"
"24670800","0.86605"
"24775800","0.87105"
"24880800","0.8715"
"24985800","0.86325"
"25090800","0.8553"
"25195800","0.8462"
"25300800","0.8458499999999999"
"25405800","0.8355"
"25510800","0.8368"
"25615800","0.84025"
"25720800","0.8630999999999999"
"25825800","0.8595499999999999"
"25930800","0.8883499999999999"
"26035800","0.8747999999999999"
"26140800","0.87695"
"26245800","0.8663"
"26350800","0.86325"
"26455800","0.86245"
"26560800","0.8683500000000001"
"26665800","0.8677"
"26770800","0.86505"
"26875800","0.8649499999999999"
"26980800","0.8725999999999999"
"27085800","0.8593999999999999"
"27190800","0.8575999999999999"
"27295800","0.85675"
"27400800","0.8705999999999999"
"27505800","0.87525"
"27610800","0.8859"
"27715800","0.8924000000000001"
"27820800","0.8834500000000001"
"27925800","0.88"
"28030800","0.8836499999999999"
"28135800","0.8802000000000001"
"28240800","0.8857999999999999"
"28345800","0.8919"
"28450800","0.88215"
"28555800","0.89825"
"28660800","0.89425"
"28765800","0.8941499999999999"
"28870800","0.8974"
"28975800","0.8947"
"29080800","0.8986999999999999"
"29185800","0.88815"
"29290800","0.8870999999999999"
"29395800","0.8893499999999999"
"29500800","0.8954500000000001"
"29605800","0.8940999999999999"
"29710800","0.89555"
"29815800","0.90915"
"29920800","0.91025"
"30025800","0.9078"
"30130800","0.9093"
"30235800","0.9121"
"30340800","0.90575"
"30445800","0.9069"
"30550800","0.913"
"30655800","0.8665499999999999"
"30760800","0.88915"
"30865800","0.9027"
"30970800","0.9173"
"31075800","0.8894"
"31180800","0.89955"
"31285800","0.90815"
"31390800","0.9107"
"31495800","0.91425"
"31600800","0.91915"
"31705800","0.9161"
"31810800","0.9182"
"31915800","0.921"
"32020800","0.91795"
"32125800","0.92105"
"32230800","0.92005"
"32335800","0.92205"
"32440800","0.90905"
"32545800","0.9073"
"32650800","0.9189"
"32755800","0.91825"
"32860800","0.9116499999999998"
"32965800","0.91635"
"33070800","0.91845"
"33175800","0.9296"
"33280800","0.93175"
"33385800","0.9297"
"33490800","0.9388999999999998"
"33595800","0.9404"
"33700800","0.9371"
"33805800","0.9379"
"33910800","0.9336"
"34015800","0.9365"
"34120800","0.93855"
"34225800","0.93275"
"34330800","0.9374"
"34435800","0.9352"
"34540800","0.9338999999999998"
"34645800","0.8886000000000001"
"34750800","0.9051"
"34855800","0.9084"
"34960800","0.9243"
"35065800","0.9295"
"35170800","0.93305"
"35275800","0.93555"
"35380800","0.93355"
"35485800","0.92945"
"35590800","0.92855"
"35695800","0.9171"
"35800800","0.9361"
"35905800","0.9303"
"36010800","0.9294"
"36115800","0.9302"
"36220800","0.9378999999999998"
"36325800","0.9311"
"36430800","0.93455"
"36535800","0.9308"
"36640800","0.9263"
"36745800","0.92315"
"36850800","0.9177"
"36955800","0.89815"
"37060800","0.89555"
"37165800","0.9003"
"37270800","0.90995"
"37375800","0.9151"
"37480800","0.9088"
"37585800","0.915"
"37690800","0.92425"
"37795800","0.9401"
"37900800","0.95175"
"38005800","0.94275"
"38110800","0.93945"
"38215800","0.94275"
"38320800","0.9448"
"38425800","0.9493"
"38530800","0.9495"
"38635800","0.956"
"38740800","0.95505"
"38845800","0.9571499999999998"
"38950800","0.94605"
"39055800","0.94525"
"39160800","0.9477"
"39265800","0.95075"
"39370800","0.96255"
"39475800","0.95745"
"39580800","0.95975"
"39685800","0.9628"
"39790800","0.9615"
"39895800","0.958"
"40000800","0.95775"
"40105800","0.95665"
"40210800","0.9547"
"40315800","0.96105"
"40420800","0.96105"
"40525800","0.96305"
"40630800","0.95735"
"40735800","0.9522"
"40840800","0.9573"
"40945800","0.9591"
"41050800","0.95205"
"41155800","0.96135"
"41260800","0.95685"
"41365800","0.9536"
"41470800","0.9598"
"41575800","0.9601"
"41680800","0.96955"
"41785800","0.96395"
"41890800","0.9549"
"41995800","0.9611"
"42100800","0.95875"
"42205800","0.95745"
"42310800","0.95505"
"42415800","0.95095"
"42520800","0.95995"
"42625800","0.9606"
"42730800","0.9577"
"42835800","0.95235"
"42940800","0.94935"
"43045800","0.94585"
"43150800","0.9443"
"43255800","0.9472"
"43360800","0.94165"
"43465800","0.94795"
"43570800","0.9474"
"43675800","0.9537"
"43780800","0.9539"
"43885800","0.96515"
"43990800","0.944"
"44095800","0.942"
"44200800","0.93635"
"44305800","0.96235"
"44410800","0.9594"
"44515800","0.9637"
"44620800","0.94895"
"44725800","0.96425"
"44830800","0.96125"
"44935800","0.96445"
"45040800","0.9655"
"45145800","0.97095"
"45250800","0.9686"
"45355800","0.9724"
"45460800","0.97405"
"45565800","0.9726"
"45670800","0.9701"
"45775800","0.97155"
"45880800","0.96925"
"45985800","0.9713"
"46090800","0.974"
"46195800","0.9736"
"46300800","0.97395"
"46405800","0.9759"
"46510800","0.9795"
"46615800","0.9774"
"46720800","0.97895"
"46825800","0.97925"
"46930800","0.98075"
"47035800","0.98375"
"47140800","0.98105"
"47245800","0.9844"
"47350800","0.98045"
"47455800","0.9801"
"47560800","0.98405"
"47665800","0.98315"
"47770800","0.9826"
"47875800","0.9809"
"47980800","0.98005"
"48085800","0.98195"
"48190800","0.9799"
"48295800","0.9853"
"48400800","0.988"
"48505800","0.98635"
"48610800","0.9887"
"48715800","0.98995"
"48820800","0.9881"
"48925800","0.98905"
"49030800","0.98715"
"49135800","0.98595"
"49240800","0.9882"
"49345800","0.98855"
"49450800","0.98785"
"49555800","0.9887"
"49660800","0.98695"
"49765800","0.98915"
"49870800","0.98985"
"49975800","0.98915"
"50080800","0.98825"
"50185800","0.98815"
"50290800","0.9887"
"50395800","0.99135"
"50500800","0.99185"
"50605800","0.98475"
"50710800","0.98805"
"50815800","0.9872"
"50920800","0.9886"
"51025800","0.98975"
"51130800","0.98745"
"51235800","0.98915"
"51340800","0.9906"
"51445800","0.98825"
"51550800","0.9892"
"51655800","0.98675"
"51760800","0.98625"
"51865800","0.9878"
"51970800","0.99005"
"52075800","0.98975"
"52180800","0.9926"
"52285800","0.9889"
"52390800","0.98875"
"52495800","0.9877"
"52600800","0.98995"
"52705800","0.98845"
"52810800","0.9881"
"52915800","0.9904"
"53020800","0.98985"
"53125800","0.98855"
"53230800","0.9871"
"53335800","0.98855"
"53440800","0.9903"
"53545800","0.9894"
"53650800","0.99295"
"53755800","0.9911"
"53860800","0.98885"
"53965800","0.98915"
"54070800","0.9868"
"54175800","0.9854"
"54280800","0.98405"
"54385800","0.98335"
"54490800","0.983"
"54595800","0.9853"
"54700800","0.98715"
"54805800","0.9853"
"54910800","0.98835"
"55015800","0.9908"
"55120800","0.9903"
"55225800","0.99265"
"55330800","0.99245"
"55435800","0.9957"
"55540800","0.9936"
"55645800","0.9913"
"55750800","0.99315"
"55855800","0.9938"
"55960800","0.9924"
"56065800","0.994"
"56170800","0.99375"
"56275800","0.9943"