"Step","phase_sp_true_seed2 - 8cover_rate"
"105000","0.9178"
"210000","0.8907999999999999"
"315000","0.8791500000000001"
"420000","0.8573999999999999"
"525000","0.8569500000000001"
"630000","0.87395"
"735000","0.8665999999999999"
"840000","0.8765999999999999"
"945000","0.8660999999999999"
"1050000","0.86675"
"1155000","0.8722000000000001"
"1260000","0.82325"
"1365000","0.808"
"1470000","0.824"
"1575000","0.8261499999999999"
"1680000","0.84"
"1785000","0.8453999999999999"
"1890000","0.8378999999999999"
"1995000","0.8729499999999999"
"2100000","0.8645499999999999"
"2205000","0.82835"
"2310000","0.83445"
"2415000","0.85205"
"2520000","0.83965"
"2625000","0.85135"
"2730000","0.7375999999999999"
"2835000","0.6966500000000001"
"2940000","0.70675"
"3045000","0.72675"
"3150000","0.7397999999999999"
"3255000","0.7575999999999999"
"3360000","0.7495499999999999"
"3465000","0.7592000000000001"
"3570000","0.7737999999999999"
"3675000","0.75695"
"3780000","0.7543499999999999"
"3885000","0.7568499999999999"
"3990000","0.7838999999999999"
"4095000","0.79015"
"4200000","0.7956499999999999"
"4305000","0.8000999999999999"
"4410000","0.8025999999999999"
"4515000","0.8279"
"4620000","0.82195"
"4725000","0.8095999999999999"
"4830000","0.7924"
"4935000","0.8017000000000001"
"5040000","0.8009"
"5145000","0.8001999999999999"
"5250000","0.80115"
"5355000","0.76895"
"5460000","0.77695"
"5565000","0.7968999999999999"
"5670000","0.8249"
"5775000","0.82525"
"5880000","0.8193999999999999"
"5985000","0.833"
"6090000","0.7699"
"6195000","0.79995"
"6300000","0.7986499999999999"
"6405000","0.7787999999999999"
"6510000","0.77265"
"6615000","0.7781500000000001"
"6720000","0.7707999999999999"
"6825000","0.8031999999999999"
"6930000","0.7760499999999999"
"7035000","0.78275"
"7140000","0.7878000000000001"
"7245000","0.8100999999999999"
"7350000","0.7403999999999998"
"7455000","0.7460500000000001"
"7560000","0.7615"
"7665000","0.76965"
"7770000","0.7455"
"7875000","0.7325999999999999"
"7980000","0.7575999999999999"
"8085000","0.76265"
"8190000","0.7533"
"8295000","0.7660999999999999"
"8400000","0.7694500000000001"
"8505000","0.7706"
"8610000","0.75975"
"8715000","0.74895"
"8820000","0.75485"
"8925000","0.785"
"9030000","0.7983"
"9135000","0.8143"
"9240000","0.8331999999999999"
"9345000","0.8439"
"9450000","0.811"
"9555000","0.8105500000000001"
"9660000","0.81335"
"9765000","0.86105"
"9870000","0.86135"
"9975000","0.8523999999999999"
"10080000","0.8451"
"10185000","0.86415"
"10290000","0.8563"
"10395000","0.8455499999999999"
"10500000","0.8385499999999999"
"10605000","0.8376499999999999"
"10710000","0.8489500000000001"
"10815000","0.8418"
"10920000","0.8492999999999999"
"11025000","0.8593"
"11130000","0.8705"
"11235000","0.8872000000000001"
"11340000","0.8749499999999999"
"11445000","0.87835"
"11550000","0.8867999999999999"
"11655000","0.9074"
"11760000","0.8644"
"11865000","0.873"
"11970000","0.8813"
"12075000","0.9251"
"12180000","0.9139"
"12285000","0.9194"
"12390000","0.9153"
"12495000","0.9223"
"12600000","0.91235"
"12705000","0.92275"
"12810000","0.91995"
"12915000","0.9281"
"13020000","0.91905"
"13125000","0.9318"
"13230000","0.93025"
"13335000","0.9146"
"13440000","0.89675"
"13545000","0.9116"
"13650000","0.9095"
"13755000","0.9156"
"13860000","0.9124"
"13965000","0.9058"
"14070000","0.92"
"14175000","0.92945"
"14280000","0.92605"
"14385000","0.927"
"14490000","0.9388999999999998"
"14595000","0.93285"
"14700000","0.92725"
"14805000","0.9275"
"14910000","0.91785"
"15015000","0.9433"
"15120000","0.90735"
"15225000","0.90445"
"15330000","0.89575"
"15435000","0.90605"
"15540000","0.92105"
"15645000","0.93285"
"15750000","0.9456"
"15855000","0.9522"
"15960000","0.9576"
"16065000","0.96885"
"16170000","0.95705"
"16275000","0.96255"
"16380000","0.95565"
"16485000","0.97485"
"16590000","0.9731"
"16695000","0.98095"
"16800000","0.9787"
"16905000","0.9837"
"17010000","0.9745"
"17115000","0.97405"
"17220000","0.9649"
"17325000","0.9778"
"17430000","0.97685"
"17535000","0.98195"
"17640000","0.98265"
"17745000","0.9797"
"17850000","0.9865"
"17955000","0.97285"
"18060000","0.9812"
"18165000","0.9843"
"18270000","0.9835"
"18375000","0.9835"
"18480000","0.98215"
"18585000","0.98195"
"18690000","0.9835"
"18795000","0.9819"
"18900000","0.98805"
"19005000","0.9883999999999998"
"19110000","0.99035"
"19215000","0.98985"
"19320000","0.9923"
"19425000","0.99195"
"19530000","0.9925"
"19635000","0.9918"
"19740000","0.9896"
"19845000","0.99095"
"19950000","0.99145"
"20055000","0.9872"
"20160000","0.9856"
"20265000","0.98945"
"20370000","0.99125"
"20475000","0.98885"
"20580000","0.98475"
"20685000","0.98285"
"20790000","0.97605"
"20895000","0.9793999999999998"
"21000000","0.97935"
"21105000","0.9779"
"21210000","0.9751"
"21315000","0.98135"
"21420000","0.97765"
"21525000","0.9803"
"21630000","0.98175"
"21735000","0.9848"
"21840000","0.9865"
"21945000","0.9863"
"22050000","0.9883"
"22155000","0.9802"
"22260000","0.98085"
"22365000","0.9779"
"22470000","0.97145"
"22575000","0.976"
"22680000","0.97975"
"22785000","0.9782"
"22890000","0.97875"
"22995000","0.9815"
"23100000","0.9747"
"23205000","0.9799"
"23310000","0.97955"
"23415000","0.9806"
"23520000","0.9812"
"23625000","0.9898"
"23730000","0.98595"
"23835000","0.98715"
"23940000","0.98045"
"24045000","0.9886"
"24150000","0.9857"
"24255000","0.98705"
"24360000","0.98825"
"24465000","0.988"
"24570000","0.9872"
"24675000","0.9856"
"24780000","0.9867"
"24885000","0.98725"
"24990000","0.9858"
"25095000","0.98055"
"25200000","0.9802"
"25305000","0.9816"
"25410000","0.98625"
"25515000","0.98825"
"25620000","0.9891"
"25725000","0.98725"
"25830000","0.98945"
"25935000","0.99"
"26040000","0.9902"
"26145000","0.99315"
"26250000","0.98985"
"26355000","0.9826"
"26460000","0.9743999999999998"
"26565000","0.9631499999999998"
"26670000","0.95685"
"26775000","0.9657"
"26880000","0.97565"
"26985000","0.97295"
"27090000","0.9792"
"27195000","0.98075"
"27300000","0.97795"