"Step","ours_warmup6iter_seed3 - 8cover_rate","ours_warmup6iter_seed2 - 8cover_rate","ours_warmup6iter_seed1 - 8cover_rate"
"105000","0.85145","0.9036","0.8466999999999999"
"210000","0.842","0.9147","0.8461000000000001"
"315000","0.8334499999999999","0.8946000000000001","0.85405"
"420000","0.8110499999999999","0.8840999999999999","0.84565"
"525000","0.7988999999999999","0.88705","0.83795"
"630000","0.78695","0.89565","0.8299"
"735000","0.7828499999999999","0.8952","0.8381"
"840000","0.79395","0.89565","0.82835"
"945000","0.778","0.8936499999999999","0.8219500000000001"
"1050000","0.7834","0.8873500000000001","0.8262999999999999"
"1155000","0.78535","0.8961","0.81925"
"1260000","0.7895999999999999","0.86275","0.8079000000000001"
"1365000","0.7746999999999999","0.8734","0.8101"
"1470000","0.7708499999999999","0.8679","0.8147499999999999"
"1575000","0.7804","0.8693500000000001","0.82685"
"1680000","0.76975","0.86715","0.81545"
"1785000","0.77795","0.87235","0.82125"
"1890000","0.7872","0.8583999999999999","0.8171"
"1995000","0.7693","0.8494","0.8078500000000001"
"2100000","0.7737999999999999","0.8645499999999999","0.8238"
"2205000","0.7815","0.84585","0.8111"
"2310000","0.7753","0.8615499999999999","0.8182999999999999"
"2415000","0.784","0.85875","0.8178500000000001"
"2520000","0.78035","0.8553499999999999","0.8285500000000001"
"2625000","0.7748999999999999","0.8567","0.8271499999999999"
"2730000","0.78075","0.8451","0.8213"
"2835000","0.7760499999999999","0.83775","0.834"
"2940000","0.7890999999999999","0.8456999999999999","0.8354"
"3045000","0.8022999999999999","0.8201","0.8308"
"3150000","0.79385","0.8469","0.8262999999999999"
"3255000","0.7986500000000001","0.8641","0.8366500000000001"
"3360000","0.79625","0.83785","0.8369500000000001"
"3465000","0.80365","0.8564","0.8466"
"3570000","0.7950499999999999","0.8475499999999999","0.8526"
"3675000","0.7804500000000001","0.86045","0.8485"
"3780000","0.78975","0.8689000000000001","0.8503999999999999"
"3885000","0.7768999999999999","0.87325","0.85325"
"3990000","0.7905999999999999","0.8782000000000001","0.8393999999999999"
"4095000","0.7934500000000001","0.85935","0.8540999999999999"
"4200000","0.7878499999999999","0.8528","0.8449"
"4305000","0.78395","0.85625","0.8605499999999999"
"4410000","0.80155","0.8724500000000001","0.86335"
"4515000","0.80375","0.8559500000000001","0.87115"
"4620000","0.8033499999999999","0.87205","0.86375"
"4725000","0.80165","0.8727","0.8623999999999999"
"4830000","0.79625","0.8729","0.86105"
"4935000","0.7968999999999999","0.87595","0.8599499999999999"
"5040000","0.81245","0.8654","0.8568"
"5145000","0.8080999999999999","0.8638499999999999","0.8705"
"5250000","0.80875","0.85895","0.8716999999999999"
"5355000","0.81265","0.8616500000000001","0.8588499999999999"
"5460000","0.8182999999999999","0.8708499999999999","0.8699499999999999"
"5565000","0.80725","0.8766499999999999","0.8597"
"5670000","0.8224499999999999","0.8682","0.8624499999999999"
"5775000","0.8222999999999999","0.8744","0.8734500000000001"
"5880000","0.8281","0.8844","0.8665499999999999"
"5985000","0.8252","0.8759","0.8716499999999998"
"6090000","0.8366","0.8587","0.8655"
"6195000","0.83105","0.8595999999999999","0.86875"
"6300000","0.8334","0.8586500000000001","0.8767"
"6405000","0.8301499999999999","0.85895","0.8722000000000001"
"6510000","0.84705","0.8692000000000001","0.8762"
"6615000","0.8451000000000001","0.8608000000000001","0.88305"
"6720000","0.8519000000000001","0.856","0.876"
"6825000","0.8469","0.8725999999999999","0.8939499999999999"
"6930000","0.8536","0.85625","0.87495"
"7035000","0.8481500000000001","0.8787999999999999","0.8841"
"7140000","0.8433999999999999","0.849","0.8886499999999999"
"7245000","0.84475","0.8520999999999999","0.8866499999999998"
"7350000","0.848","0.8499","0.8755999999999999"
"7455000","0.8465","0.8603500000000001","0.88495"
"7560000","0.8409","0.8639","0.8827999999999999"
"7665000","0.8358","0.8831500000000001","0.8928499999999999"
"7770000","0.8573","0.8931","0.8977999999999999"
"7875000","0.8633","0.8965","0.88665"
"7980000","0.8509500000000001","0.8993499999999999","0.89345"
"8085000","0.8531","0.9082","0.8846999999999998"
"8190000","0.86","0.9052","0.89025"
"8295000","0.84775","0.9008","0.8853000000000001"
"8400000","0.8585999999999999","0.8944000000000001","0.8837499999999999"
"8505000","0.8551","0.90675","0.8956"
"8610000","0.8508499999999999","0.90145","0.8969"
"8715000","0.8553999999999999","0.90555","0.906"
"8820000","0.853","0.91155","0.9028"
"8925000","0.8461499999999998","0.9192","0.906"
"9030000","0.8575999999999999","0.9174","0.90795"
"9135000","0.8417","0.91895","0.90645"
"9240000","0.8463999999999998","0.91445","0.90195"
"9345000","0.84725","0.9195","0.91055"
"9450000","0.8496999999999999","0.91755","0.91715"
"9555000","0.8523999999999999","0.91665","0.8964500000000001"
"9660000","0.8538499999999999","0.9182","0.9051"
"9765000","0.85335","0.908","0.90655"
"9870000","0.8441","0.9077","0.9098"
"9975000","0.85375","0.91305","0.91245"
"10080000","0.8503","0.91655","0.906"
"10185000","0.8603","0.9207","0.90635"
"10290000","0.84725","0.93155","0.9117"
"10395000","0.8499500000000001","0.92425","0.92055"
"10500000","0.85545","0.9259","0.9165"
"10605000","0.8623999999999998","0.9152","0.90935"
"10710000","0.8622","0.92235","0.90685"
"10815000","0.8657","0.92815","0.90365"
"10920000","0.8533499999999999","0.92365","0.89885"
"11025000","0.8594499999999999","0.9067","0.8917"
"11130000","0.86565","0.92705","0.911"
"11235000","0.8571","0.9226","0.90275"
"11340000","0.8623999999999999","0.91765","0.90635"
"11445000","0.8595499999999999","0.92195","0.91325"
"11550000","0.8639499999999999","0.91285","0.9205"
"11655000","0.8536","0.92505","0.91795"
"11760000","0.87005","0.9274","0.90665"
"11865000","0.8542000000000001","0.93105","0.9098999999999998"
"11970000","0.8694500000000001","0.9317","0.9098"
"12075000","0.87135","0.9416","0.90075"
"12180000","0.87425","0.93845","0.90945"
"12285000","0.88205","0.94045","0.8825"
"12390000","0.88525","0.93705","0.8854500000000001"
"12495000","0.8726499999999998","0.92785","0.88325"
"12600000","0.881","0.93135","0.90945"
"12705000","0.8695999999999999","0.93105","0.9141"
"12810000","0.8766499999999999","0.91405","0.91445"
"12915000","0.87715","0.9255","0.90395"
"13020000","0.8812000000000001","0.91705","0.9044"
"13125000","0.86925","0.9166","0.90125"
"13230000","0.8819","0.92355","0.9119"
"13335000","0.8777999999999999","0.9262","0.9168"
"13440000","0.88335","0.9333","0.90155"
"13545000","0.8814","0.93335","0.9074"
"13650000","0.8829","0.9308","0.9184"
"13755000","0.88885","0.93165","0.9221"
"13860000","0.878","0.92945","0.92505"
"13965000","0.88755","0.9369","0.9221"
"14070000","0.8677999999999999","0.93735","0.92265"
"14175000","0.86895","0.9333","0.9186"
"14280000","0.89","0.94115","0.90515"
"14385000","0.893","0.93825","0.9225"
"14490000","0.8966499999999998","0.9356","0.927"
"14595000","0.8943","0.93885","0.91705"
"14700000","0.89375","0.92725","0.92325"
"14805000","0.8933","0.94485","0.92255"
"14910000","0.89175","0.9418","0.9291499999999998"
"15015000","0.8944","0.95195","0.93285"
"15120000","0.8941","0.9469","0.93705"
"15225000","0.90345","0.9573","0.93945"
"15330000","0.8980499999999999","0.9488","0.94685"
"15435000","0.90695","0.94635","0.9459"
"15540000","0.90935","0.957","0.93655"
"15645000","0.89865","0.95215","0.95225"
"15750000","0.90315","0.9502","0.95105"
"15855000","0.90685","0.9512","0.94685"
"15960000","0.9067","0.9515","0.94315"
"16065000","0.9084","0.9509","0.9396"
"16170000","0.90795","0.95405","0.9446"
"16275000","0.90685","0.95485","0.9439"
"16380000","0.90625","0.9581","0.9482"
"16485000","0.9172","0.9566","0.9548"
"16590000","0.90795","0.9619","0.9481"
"16695000","0.9026","0.95825","0.9566"
"16800000","0.9067","0.9549","0.95695"
"16905000","0.91195","0.96535","0.95305"
"17010000","0.9101","0.96115","0.9543"
"17115000","0.9203","0.9655","0.95615"
"17220000","0.90585","0.96015","0.957"
"17325000","0.91215","0.9531","0.95045"
"17430000","0.919","0.9584","0.96685"
"17535000","0.919","0.96295","0.95845"
"17640000","0.90575","0.96635","0.94945"
"17745000","0.90865","0.97175","0.94825"
"17850000","0.90935","0.9659","0.95075"
"17955000","0.9151","0.95825","0.9519"
"18060000","0.912","0.96","0.94975"
"18165000","0.9232","0.9588","0.9609"
"18270000","0.91115","0.96135","0.95775"
"18375000","0.90565","0.95685","0.95345"
"18480000","0.91315","0.96305","0.96305"
"18585000","0.9205","0.96195","0.9544"
"18690000","0.91585","0.96745","0.9562"
"18795000","0.91855","0.9732","0.95725"
"18900000","0.9199","0.9693","0.95515"
"19005000","0.9135","0.96875","0.96085"
"19110000","0.92195","0.96865","0.9574"
"19215000","0.9106","0.9757","0.95355"
"19320000","0.9272","0.9733","0.9545"
"19425000","0.91825","0.9783999999999998","0.961"
"19530000","0.92235","0.97545","0.9639"
"19635000","0.9113","0.9683","0.96095"
"19740000","0.9174","0.9719","0.95865"
"19845000","0.9126","0.9668","0.96475"
"19950000","0.91905","0.96455","0.96095"
"20055000","0.92165","0.9728","0.96085"
"20160000","0.9299","0.96795","0.96175"
"20265000","0.92605","0.97125","0.96515"
"20370000","0.92525","0.969","0.95795"
"20475000","0.9233","0.96945","0.95915"
"20580000","0.9308","0.97325","0.9665"
"20685000","0.93105","0.9714","0.9643"
"20790000","0.92595","0.97535","0.9672"
"20895000","0.92765","0.9811","0.96325"
"21000000","0.93005","0.9805","0.9641"
"21105000","0.9228","0.9787","0.9653999999999998"
"21210000","0.92815","0.97865","0.9718"
"21315000","0.93165","0.97515","0.9723"
"21420000","0.9251","0.9804","0.96725"
"21525000","0.9249","0.97575","0.9716"
"21630000","0.92505","0.97895","0.97245"
"21735000","0.92885","0.97485","0.96855"
"21840000","0.9298","0.9776","0.97115"
"21945000","0.9215","0.97815","0.9661"
"22050000","0.9305","0.97975","0.9657"
"22155000","0.92535","0.98735","0.9633"
"22260000","0.9199","0.97735","0.96865"
"22365000","0.91955","0.98275","0.9678"
"22470000","0.93365","0.9769","0.96705"
"22575000","0.9271","0.9799","0.96685"
"22680000","0.93645","0.9837","0.9658"
"22785000","0.93815","0.9823","0.96965"
"22890000","0.93195","0.981","0.97095"
"22995000","0.9325","0.98485","0.9678"
"23100000","0.9213","0.9807","0.96455"
"23205000","0.92735","0.9792","0.96155"
"23310000","0.9294","0.9847","0.96135"
"23415000","0.9309","0.9872","0.95965"
"23520000","0.93905","0.9847","0.96705"
"23625000","0.94005","0.9864","0.96855"
"23730000","0.9342","0.9826","0.9668"
"23835000","0.93715","0.98415","0.96345"
"23940000","0.93565","0.98315","0.97315"
"24045000","0.92935","0.98505","0.9727"
"24150000","0.9296","0.9784","0.9713"
"24255000","0.92905","0.97515","0.97365"
"24360000","0.9205","0.9797","0.96655"
"24465000","0.92855","0.9778","0.9671"
"24570000","0.9288","0.98155","0.97025"
"24675000","0.9274","0.9833","0.9703"
"24780000","0.92245","0.9859","0.97205"
"24885000","0.9201","0.9813","0.97195"
"24990000","0.9157","0.98275","0.96335"
"25095000","0.9309","0.98535","0.9613"
"25200000","0.93365","0.9828","0.9596"
"25305000","0.92455","0.98215","0.95155"
"25410000","0.9208","0.9885","0.9475"
"25515000","0.92285","0.9888","0.95545"
"25620000","0.935","0.9855","0.9548"
"25725000","0.9465","0.98345","0.9562"
"25830000","0.94185","0.98645","0.9637"
"25935000","0.93375","0.9855","0.96005"
"26040000","0.9406","0.9864","0.95205"
"26145000","0.9352","0.9898","0.9616"
"26250000","0.93775","0.9909","0.9552"
"26355000","0.9382","0.98915","0.95515"
"26460000","0.9425","0.98835","0.9612"
"26565000","0.94355","0.9869","0.95385"
"26670000","0.942","0.9842","0.9546"
"26775000","0.93945","0.98865","0.95425"
"26880000","0.94455","0.989","0.95865"
"26985000","0.94235","0.9873","0.9574"
"27090000","0.9485","0.9864","0.9633"
"27195000","0.9471499999999998","0.9849","0.9628"
"27300000","0.9427","0.988","0.96585"
"27405000","0.94985","0.9878","0.9708"
"27510000","0.9479","0.9924","0.9702"
"27615000","0.9409","0.99025","0.9713"
"27720000","0.9502","0.99215","0.9735"
"27825000","0.9551","0.98745","0.9693"
"27930000","0.94755","0.9911","0.9696"
"28035000","0.9449","0.9878","0.9712"
"28140000","0.9484","0.98645","0.9641"
"28245000","0.95075","0.98485","0.96135"
"28350000","0.94565","0.9842","0.96155"
"28455000","0.94535","0.9887","0.96675"
"28560000","0.95275","0.9877","0.9642"
"28665000","0.95335","0.9882","0.9703"
"28770000","0.9466","0.99075","0.9716"
"28875000","0.94495","0.98745","0.9673"
"28980000","0.94505","0.9875","0.97375"
"29085000","0.95345","0.98625","0.97245"
"29190000","0.95225","0.9882","0.96985"
"29295000","0.9483","0.98665","0.9701"
"29400000","0.9532","0.9871","0.97605"
"29505000","0.9552","0.9894","0.9719"
"29610000","0.9575","0.99015","0.97165"
"29715000","0.96155","0.9896","0.96865"
"29820000","0.9557","0.99055","0.97305"
"29925000","0.95555","0.992","0.9706"
"30030000","0.95895","0.9885","0.97365"
"30135000","0.95455","0.98875","0.9716"
"30240000","0.9513","0.9885","0.9721999999999998"
"30345000","0.95745","0.9874499999999998","0.96995"
"30450000","0.95415","0.98875","0.9761"
"30555000","0.9626","0.9895","0.9764"
"30660000","0.9546","0.99025","0.9726"
"30765000","0.9551","0.98935","0.9733"
"30870000","0.9547","0.98625","0.97135"
"30975000","0.95315","0.98765","0.9733"
"31080000","0.95845","0.9892","0.9728"
"31185000","0.95115","0.9911","0.9719"
"31290000","0.9495","0.9872","0.96995"
"31395000","0.95755","0.9902","0.97285"
"31500000","0.9497","0.9912","0.97175"
"31605000","0.9541","0.99035","0.97355"
"31710000","0.95405","0.99095","0.9706"
"31815000","0.9583","0.98875","0.96725"
"31920000","0.9542","0.99025","0.96855"
"32025000","0.95775","0.99","0.97105"
"32130000","0.9539","0.98905","0.97155"
"32235000","0.95685","0.98835","0.9701"
"32340000","0.96175","0.99035","0.9702"
"32445000","0.961","0.9903","0.96715"
"32550000","0.95695","0.9882","0.96735"
"32655000","0.96065","0.9856","0.9665"
"32760000","0.956","0.9883","0.96555"
"32865000","0.95525","0.9863","0.9706"
"32970000","0.9551","0.98075","0.9744"
"33075000","0.9574","0.98765","0.9749"
"33180000","0.95685","0.98505","0.97445"
"33285000","0.95705","0.9855","0.977"
"33390000","0.95095","0.9859","0.9708"
"33495000","0.96045","0.9877","0.96965"
"33600000","0.9546","0.9892","0.9708"
"33705000","0.95785","0.9872","0.9673"
"33810000","0.94835","0.9879","0.97185"
"33915000","0.95145","0.98745","0.97335"
"34020000","0.9552","0.9887","0.9674"
"34125000","0.95335","0.9884","0.9621"
"34230000","0.95475","0.98805","0.9653999999999998"
"34335000","0.955","0.98815","0.96205"
"34440000","0.95295","0.9868","0.9676"
"34545000","0.957","0.98695","0.9699"
"34650000","0.95155","0.9873999999999998","0.96865"
"34755000","0.95235","0.9837","0.9732"
"34860000","0.9617","0.9857","0.97705"
"34965000","0.95555","0.98405","0.97755"
"35070000","0.95715","0.97895","0.9797"
"35175000","0.9522","0.98185","0.9657"
"35280000","0.95825","0.98415","0.97235"
"35385000","0.95525","0.983","0.97445"
"35490000","0.956","0.9858","0.9783"
"35595000","0.96185","0.9844","0.978"
"35700000","0.9577","0.98565","0.9772"
"35805000","0.95415","0.98285","0.975"
"35910000","0.94605","0.9821","0.971"
"36015000","0.9565","0.98325","0.96815"
"36120000","0.95695","0.9827","0.97815"
"36225000","0.9477","0.9879","0.9711499999999998"
"36330000","0.9557","0.9838","0.9711000000000002"
"36435000","0.9553","0.9822499999999998","0.9707"
"36540000","0.95455","0.98095","0.972"
"36645000","0.9608","0.98445","0.97385"
"36750000","0.9564","0.98435","0.97225"
"36855000","0.95715","0.98625","0.97455"
"36960000","0.96235","0.9855","0.97385"
"37065000","0.9592","0.9841","0.9755"
"37170000","0.96595","0.98255","0.97155"
"37275000","0.9616","0.9825","0.98075"
"37380000","0.96375","0.9893","0.9783"
"37485000","0.9633","0.99075","0.977"
"37590000","0.9621","0.98675","0.9791"
"37695000","0.96815","0.98745","0.9872"
"37800000","0.9634","0.98795","0.9776"
"37905000","0.96405","0.9889","0.9737"
"38010000","0.96185","0.99005","0.97365"
"38115000","0.9583","0.99185","0.9748"
"38220000","0.96315","0.98795","0.97535"
"38325000","0.9544","0.98795","0.975"
"38430000","0.9664","0.9878","0.9784"
"38535000","0.95775","0.9898","0.97685"
"38640000","0.95945","0.98605","0.98075"
"38745000","0.9639","0.9858","0.9819"
"38850000","0.96155","0.98475","0.9797"
"38955000","0.96485","0.9862","0.98025"
"39058530","undefined","undefined","0.9742"
"39060000","0.95855","0.97935","undefined"
"39163110","undefined","undefined","0.9762"
"39165000","0.95665","0.9878","undefined"
"39266640","undefined","undefined","0.97405"
"39270000","0.9615","0.9868","undefined"
"39368910","undefined","undefined","0.97545"
"39375000","0.9543","0.9885","undefined"
"39473910","undefined","undefined","0.97165"
"39480000","0.95815","0.98835","undefined"
"39578490","undefined","undefined","0.9777"
"39585000","0.964","0.98665","undefined"
"39680760","undefined","undefined","0.97465"
"39690000","0.9593","0.98525","undefined"
"39785760","undefined","undefined","0.9783"
"39795000","0.96005","0.98525","undefined"
"39890550","undefined","undefined","0.97835"
"39900000","0.95985","0.9866","undefined"